Object Id,Facility ID,Facility Name,Address,City,State,ZIP Code,Phone Number,County,Country,Latitude,Longitude,Website,Helipad
4269,5920646,UNIVERSITY OF MD CHARLES REGIONAL MEDICAL CENTER,5 GARRETT AVENUE,LA PLATA,MD,20646,(301) 609-4265,CHARLES,78,38.52931304,-76.97232828,http://charlesregional.org/,Y
4270,2120832,MEDSTAR MONTGOMERY MEDICAL CENTER,18101 PRINCE PHILIP DRIVE,OLNEY,MD,20832,(301) 774-8882,MONTGOMERY,15,39.15403972,-77.05470269,http://www.montgomerygeneral.com,Y
4271,2720707,LAUREL REGIONAL MEDICAL CENTER,7300 VAN DUSEN ROAD,LAUREL,MD,20707,(301) 725-4300,PRINCE GEORGE'S,138,39.08679628,-76.88120724,http://www.laurelregionalhospital.org/,Y
4272,2920903,SAINT LUKE INSTITUTE,8901 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20903,(301) 445-1046,PRINCE GEORGE'S,149,39.00256796,-76.9800222,http://www.sli.org,N
4273,104401,NORTHERN LIGHT ACADIA HOSPITAL,268 STILLWATER AVENUE,BANGOR,ME,4401,(207) 973-6100,PENOBSCOT,185,44.82049618,-68.76325313,http://www.acadiahospital.org,N
4274,4304742,AROOSTOOK MEDICAL CENTER - COMMUNITY GENERAL DIVISION,3 GREEN STREET,FORT FAIRFIELD,ME,4742,(207) 768-4779,AROOSTOOK,117,46.7733441,-67.83789747,http://www.tamc.org/,N
4275,3204614,NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL,57 WATER STREET,BLUE HILL,ME,4614,(207) 374-2836,HANCOCK,132,44.41148043,-68.58717505,http://www.bhmh.org,Y
4276,1404619,CALAIS REGIONAL HOSPITAL,24 HOSPITAL LANE,CALAIS,ME,4619,(207) 454-7521,WASHINGTON,68,45.17758929,-67.26801571,http://www.calaishospital.com,Y
4277,4704441,CHARLES A DEAN MEMORIAL HOSPITAL,364 PRITHAM AVENUE,GREENVILLE,ME,4441,(207) 695-5200,PISCATAQUIS,1,45.45887595,-69.61133128,http://www.cadean.org,Y
4278,3504092,MERCY WESTBROOK,40 PARK ROAD,WESTBROOK,ME,4092,(207) 857-8000,CUMBERLAND,29,43.68788545,-70.3569291,http://www.mercyhospitalstories.org/cms/,N
4279,1848755,SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,MI,48755,(919) 764-2000,HURON,106,43.83418808,-83.27819001,http://www.scheurer.org,N
4280,2048441,HARBOR BEACH COMMUNITY HOSPITAL,210 S FIRST ST,HARBOR BEACH,MI,48441,(601) 981-2611,HURON,66,43.84266263,-82.65211568,http://www.hbch.org,N
4281,1048879,SPARROW CLINTON HOSPITAL,805 S OAKLAND,SAINT JOHNS,MI,48879,(620) 375-2233,CLINTON,90,42.9931309,-84.55513586,http://www.sparrow.org/sparrowclinton,Y
4282,2649635,PAUL OLIVER MEMORIAL HOSPITAL,224 PARK AVENUE,FRANKFORT,MI,49635,(360) 257-9500,BENZIE,134,44.63678167,-86.24300107,http://www.munsonhealthcare.org,N
4283,8348811,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,(512) 324-7000,MONTCALM,46,43.17558538,-84.84241818,http://www.sparrow.org/?sid=19&id=2044,Y
4284,9349412,SPECTRUM HEALTH GERBER MEMORIAL,212 S SULLIVAN ST,FREMONT,MI,49412,(540) 741-9000,NEWAYGO,175,43.46480986,-85.95036313,http://www.spectrumhealth.org,N
4285,8049307,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,(606) 723-2115,MECOSTA,101,43.69388471,-85.47492753,http://www.mcmcbr.com,Y
4286,12049677,SPECTRUM HEALTH REED CITY CAMPUS,300 N PATTERSON  PO BOX 75,REED CITY,MI,49677,(970) 878-5047,OSCEOLA,53,43.87846173,-85.52129206,http://www.reedcity.spectrum-health.org,Y
4287,3848617,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,(714) 614-0474,CLARE,38,43.82096498,-84.76904746,http://www.midmichigan.org,N
4288,13049093,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,(612) 672-6455,ST. JOSEPH,150,41.93540767,-85.64792561,http://www.threerivershealth.org,Y
4289,12448602,COVENANT MEDICAL CENTER  COOPER,700 COOPER,SAGINAW,MI,48602,(814) 364-2161,SAGINAW,196,43.42978585,-83.95300198,http://www.covenanthealthcare.com/main/home.aspx,Y
4290,12548602,COVENANT MEDICAL CENTER  MICHIGAN,515 N. MICHIGAN AVE.,SAGINAW,MI,48602,(732) 745-8600,SAGINAW,81,43.4208002,-83.96029184,http://www.covenanthealthcare.com/main/home.aspx,N
4291,16048201,HUTZEL WOMEN'S HOSPITAL,3980 JOHN R,DETROIT,MI,48201,(330) 682-3010,WAYNE,110,42.35113692,-83.05585797,http://www.harperhospital.org,N
4292,3649783,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783,(703) 369-8000,CHIPPEWA,82,46.49808087,-84.35055118,http://www.warmemorialhospital.org,N
4293,1949946,BARAGA COUNTY MEMORIAL HOSPITAL,18341 US HIGHWAY 41,L' ANSE,MI,49946,(518) 584-3600,BARAGA,45,46.73178952,-88.42500413,http://www.bcmh.org,Y
4294,60,ST JOSEPH MERCY HOSPITAL-SALINE,400 W RUSSELL ST,SALINE,MI,48176,(734) 429-1500,WASHTENAW,63,42.16723162,-83.79088457,http://www.stjoeshealth.org/saline,Y
4295,3249102,LAKELAND SPECIALTY HOSPITAL AT BERRIEN CENTER,6418 DEANS HILL RD,BERRIEN CENTER,MI,49102,(301) 609-4265,BERRIEN,171,41.95545756,-86.30109675,http://www.lakelandhealth.org,N
4296,8156215,SWIFT COUNTY BENSON HOSPITAL,1815 WISCONSIN AVENUE,BENSON,MN,56215,(320) 843-4232,SWIFT,158,45.31435721,-95.60903789,http://www.scbh.org,N
4297,17965109,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,2505 MISSION DR,JEFFERSON CITY,MO,65109,(573) 681-3000,COLE,113,38.55869819,-92.22156912,https://www.ssmhealth.com/locations/st-marys-hospital-jefferson-city?utm_id=gmb18-13,Y
4298,964116,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE NORTH,NORTH KANSAS CITY,MO,64116,(816) 691-2000,CLAY,6,39.14898758,-94.55116162,http://www.nkch.org,Y
4299,5164402,MOSAIC MEDICAL CENTER,705 N. COLLEGE STREET,ALBANY,MO,64402,(660) 726-3941,GENTRY,60,40.25275515,-94.32438907,https://www.mymosaiclifecare.org/main/location/albany-mo/mosaic-life-care-services-at-northwest-medical-center/,Y
4300,14463131,MISSOURI BAPTIST MEDICAL CENTER,3015 NORTH BALLAS ROAD TOWN,ST. LOUIS,MO,63131,(314) 996-5000,ST. LOUIS,161,38.63636666,-90.44677235,https://www.missouribaptist.org/,Y
4301,7564063,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEE'S SUMMIT,MO,64063,(816) 282-5000,JACKSON,156,38.90363485,-94.33298166,http://www.leessummitmedicalcenter.com,Y
4302,764701,CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,MO,64701,(816) 380-3474,CASS,19,38.66507203,-94.37749675,http://www.cassregional.org,Y
4303,10663368,PROGRESS WEST HEALTHCARE CENTER,2 PROGRESS POINT PKWY,O'FALLON,MO,63368,(636) 344-1000,ST. CHARLES,162,38.71595266,-90.69814249,https://www.progresswest.org/,Y
4304,6365101,CAPITAL REGION MEDICAL CENTER,1125 MADISON,JEFFERSON CITY,MO,65101,(573) 632-5000,COLE,65,38.56579236,-92.18179252,http://www.crmc.org,Y
4305,11463555,SCOTLAND COUNTY HOSPITAL,450 E. SIGLER AVENUE,MEMPHIS,MO,63555,(660) 465-8511,SCOTLAND,10,40.46477539,-92.16495149,http://www.scotlandcountyhospital.com,Y
4306,14863104,SSM HEALTH CARDINAL GLENNON CHILDREN'S MEDICAL CENTER,1465 SOUTH GRAND BOULEVARD,ST. LOUIS,MO,63104,(314) 268-4000,ST. LOUIS CITY,172,38.62172491,-90.23910389,https://www.ssmhealth.com/locations/location-details/costas-center-cardinal-glennon-childrens-hospital?utm_id=gmb18-13,Y
4307,5965548,MERCY ST. FRANCIS HOSPITAL,100 WEST HIGHWAY 60,MOUNTAIN VIEW,MO,65548,(417) 934-7000,HOWELL,32,37.00243861,-91.70323321,https://www.mercy.net/practice/mercy-st-francis-hospital,Y
4308,16065616,COX MEDICAL CENTER BRANSON,525 BRANSON LANDING BLVD  PO BOX 650,BRANSON,MO,65616,(417) 335-7000,TANEY,190,36.65061008,-93.22186944,www.coxhealth.com/,Y
4309,1163501,NORTHEAST REGIONAL MEDICAL CENTER,315 SOUTH OSTEOPATHY,KIRKSVILLE,MO,63501,(660) 785-1000,ADAIR,186,40.19351194,-92.5890641,http://www.nermc.com,Y
4310,2465201,LANDMARK HOSPITAL OF COLUMBIA  LLC,604 OLD HWY 63 N,COLUMBIA,MO,65201,(573) 499-6600,BOONE,109,38.95798994,-92.31131232,http://www.landmarkhospitals.com,N
4311,14763112,METROPOLITAN ST. LOUIS PSYCHIATRIC CENTER,5351 DELMAR BLVD.,ST. LOUIS,MO,63112,(314) 877-0500,ST. LOUIS CITY,105,38.65401156,-90.27630112,http://www.dmh.missouri.gov/mpc,N
4312,180721902,PERRY POINT VA MEDICAL CENTER,VA MEDICAL CENTER,PERRY POINT,MD,21902,(410) 642-2411,CECIL,79,39.549935,-76.062922,https://www.maryland.va.gov/locations/perry_point_va_medical_center.asp,N
4313,7349801,OSCAR G. JOHNSON VA MEDICAL CENTER,325 E H ST,IRON MOUNTAIN,MI,49801,(906) 774-3300,DICKINSON,135,45.81029679,-88.06154549,http://www.ironmountain.va.gov/,N
4314,10063353,PIKE COUNTY MEMORIAL HOSPITAL,2305 GEORGIA STREET,LOUISIANA,MO,63353,(573) 754-5531,PIKE,176,39.44066438,-91.06478066,http://www.pcmh-mo.org,Y
4315,663701,SOUTHEASTHEALTH,1701 LACEY STREET,CAPE GIRARDEAU,MO,63701,(573) 334-4822,CAPE GIRARDEAU,4,37.31073434,-89.53984582,http://www.sehealth.org/,Y
4316,5263703,LANDMARK HOSPITAL OF CAPE GIRARDEAU,3255 INDEPENDENCE STREET,CAPE GIRARDEAU,MO,63703,(573) 335-1091,CAPE GIRARDEAU,2,37.30787946,-89.57583917,http://www.landmarkhospitals.com,Y
4317,3265065,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,(573) 348-8000,CAMDEN,42,38.12063059,-92.68304349,http://www.lakeregional.com,Y
4318,2663901,BLACK RIVER COMMUNITY MEDICAL CENTER,217 PHYSICIANS PARK DRIVE,POPLAR BLUFF,MO,63901,(573) 727-9080,BUTLER,140,36.77214562,-90.45755132,http://blackrivermedical.com/,N
4319,2963901,POPLAR BLUFF REGIONAL MEDICAL CENTER - WESTWOOD,2620 NORTH WESTWOOD BOULEVARD,POPLAR BLUFF,MO,63901,(573) 785-7721,BUTLER,104,36.78558106,-90.4261255,http://www.poplarbluffregional.com/locations/poplar-bluff-rmc-westwood,Y
4320,186557625,CHEYENNE RIVER HOSPITAL,24276 AIRPORT RD,EAGLE BUTTE,SD,57625,(605) 964-7724,ZIEBACH,116,44.99173863,-101.2440105,https://www.ihs.gov/greatplains/healthcarefacilities/cheyenneriver/,N
4321,3639422,JASPER GENERAL HOSPITAL,15-A SOUTH 6TH STREET,BAY SPRINGS,MS,39422,(601) 764-2101,JASPER,30,31.97702901,-89.29131849,www.jaspergeneralhospital.com/‎,N
4322,192543054,WHITE FENCE SURGICAL SUITES,7272 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,(614) 289-6282,FRANKLIN,131,40.08634979,-82.79047432,http://www.whitefencesurg.com/,N
4323,6827103,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PKWY,WINSTON-SALEM,NC,27103,(336) 718-5000,FORSYTH,174,36.07555041,-80.29728716,https://www.novanthealth.org/forsyth-medical-center.aspx,Y
4324,6927549,FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DRIVE,LOUISBURG,NC,27549,(919) 496-5131,FRANKLIN,102,36.11230617,-78.29353379,https://www.novanthealth.org/franklin-medical-center.aspx,Y
4325,5127330,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,(919) 774-2100,LEE,13,35.46907449,-79.18720488,http://www.centralcarolinahosp.com,Y
4326,7327565,GRANVILLE HEALTH SYSTEM,1010 COLLEGE STREET,OXFORD,NC,27565,(919) 690-3000,GRANVILLE,14,36.32641569,-78.59335192,http://www.granvillemedical.com,Y
4327,4228207,CAROLINAS MEDICAL CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,(704) 304-5000,MECKLENBURG,160,35.21015517,-80.82102909,http://www.carolinashealthcare.org/cmc-mercy,Y
4328,12528210,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,10628 PARK RD,CHARLOTTE,NC,28210,(704) 543-2025,MECKLENBURG,49,35.09201218,-80.87161819,https://www.carolinashealthcare.org/locations/carolinas-healthcare-system-pineville,Y
4329,2628744,ANGEL MEDICAL CENTER,120 RIVERVIEW STREET,FRANKLIN,NC,28744,(828) 524-8411,MACON,192,35.18466142,-83.37868892,http://www.angelmed.org,Y
4330,7928741,HIGHLANDS-CASHIERS HOSPITAL,190 HOSPITAL DRIVE,HIGHLANDS,NC,28741,(828) 526-1200,MACON,16,35.08658651,-83.18589113,http://www.hchospital.org,Y
4331,12227403,WESLEY LONG COMMUNITY HOSPITAL,501 N ELAM AVENUE,GREENSBORO,NC,27403,(336) 854-6100,GUILFORD,83,36.08342606,-79.82541858,http://www.conehealth.com/locations/wesley-long-hospital,N
4332,7528779,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,28779,(828) 586-7000,JACKSON,33,35.38601089,-83.20300137,http://www.myharrisregional.com/,Y
4333,11727533,WAYNE UNC HEALTHCARE,2700 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27533,(919) 736-1110,WAYNE,55,35.39848375,-77.9524687,http://www.waynehealth.org,Y
4334,2199574,CORDOVA COMMUNITY MEDICAL CENTER,602 CHASE AVE.,CORDOVA,AK,99574,(907) 424-8000,VALDEZ-CORDOVA,70,60.54125477,-145.7506491,http://cdvcmc.com/,Y
4335,327536,MARIA PARHAM MEDICAL CENTER,566 RUIN CREEK ROAD,HENDERSON,NC,27536,(252) 436-1100,VANCE,61,36.33086506,-78.44944646,http://www.mariaparham.com,Y
4336,11628607,WATAUGA MEDICAL CENTER  INC.,336 DEERFIELD ROAD,BOONE,NC,28607,(828) 262-4100,WATAUGA,122,36.19846886,-81.65152936,https://apprhs.org/locations/watauga-medical-center,Y
4337,1427030,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD STREET,MOUNT AIRY,NC,27030,(336) 719-7100,SURRY,130,36.48860409,-80.6121681,http://www.northernhospital.com,Y
4338,8228621,HUGH CHATHAM MEMORIAL HOSPITAL  INC.,180 PARKWOOD DRIVE,ELKIN,NC,28621,(336) 527-7000,SURRY,50,36.26186461,-80.83830267,http://www.hughchatham.org,Y
4339,2528675,ALLEGHANY MEMORIAL HOSPITAL,233 DOCTORS STREET,SPARTA,NC,28675,(336) 372-5511,ALLEGHANY,25,36.50952105,-81.11461101,http://www.amhsparta.org,Y
4340,127216,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL ROAD,BURLINGTON,NC,27216,(336) 538-7450,ALAMANCE,41,36.06120389,-79.50224357,http://www.armc.com,Y
4341,2928640,ASHE MEMORIAL HOSPITAL  INC.,200 HOSPITAL AVE.,JEFFERSON,NC,28640,(336) 846-7101,ASHE,84,36.42330853,-81.45752318,http://www.ashememorial.org,Y
4342,10328722,ST. LUKE'S HOSPITAL,101 HOSPITAL DRIVE,COLUMBUS,NC,28722,(828) 894-3311,POLK,77,35.23946794,-82.21262408,http://www.saintlukeshospital.com,Y
4343,5028602,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH ROAD,HICKORY,NC,28602,(828) 326-3800,CATAWBA,71,35.71385557,-81.26734191,http://www.catawbavalleymc.org,Y
4344,10128352,SCOTLAND MEMORIAL HOSPITAL AND EDWIN MORGAN CENTER,500 LAUCHWOOD DRIVE,LAURINBURG,NC,28352,(910) 291-7000,SCOTLAND,37,34.75316918,-79.46980141,http://www.scotlandhealth.org/getpage.php?name=index,Y
4345,3628777,BLUE RIDGE REGIONAL HOSPITAL  INC,125 HOSPITAL DRIVE,SPRUCE PINE,NC,28777,(828) 765-4201,MITCHELL,75,35.91099,-82.06277435,http://www.spchospital.org,Y
4346,6527371,FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,520 ALLEN STREET,TROY,NC,27371,(910) 572-1301,MONTGOMERY,94,35.36481124,-79.8903683,http://www.firsthealth.org,N
4347,10827959,THE OUTER BANKS HOSPITAL,4800 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,27959,(252) 449-4500,DARE,5,35.9398365,-75.61764914,http://www.theouterbankshospital.com,Y
4348,1528541,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28541,(910) 577-2345,ONSLOW,151,34.76275933,-77.38498682,http://www.onslow.org,Y
4349,5828017,CRAWLEY MEMORIAL HOSPITAL,315 WEST COLLEGE AVENUE,SHELBY,NC,28017,(704) 434-9466,CLEVELAND,89,35.24985309,-81.67641059,http://www.clevelandcountyhealthcaresystem.com/crawleymemorial.html,N
4350,1758318,ST ANDREWS HEALTH CENTER - CAH,316 OHMER STREET,BOTTINEAU,ND,58318,(701) 228-9300,BOTTINEAU,182,48.82912481,-100.4499813,http://www.standrewshealth.com,N
4351,3958639,WEST RIVER REGIONAL MEDICAL CENTER-CAH,1000 HIGHWAY 12,HETTINGER,ND,58639,(701) 567-4561,ADAMS,123,46.00180059,-102.6285744,http://www.wrhs.com,N
4352,3758552,LINTON HOSPITAL - CAH,518 NORTH BROADWAY,LINTON,ND,58552,(701) 254-4511,EMMONS,47,46.27155757,-100.2333904,http://www.lintonhospital.com,N
4353,2358623,SOUTHWEST HEALTHCARE SERVICES,14 6TH AVE SW,BOWMAN,ND,58623,(701) 523-5265,BOWMAN,153,46.18187141,-103.4046604,www.swhealthcare.net,N
4354,4658103,VIBRA HOSPITAL OF FARGO,1720 UNIVERSITY DR S,FARGO,ND,58103,(701) 241-9099,CASS,20,46.85314775,-96.79744176,www.vhfargo.com/,N
4355,4758122,SANFORD MEDICAL CENTER FARGO,1720 UNIVERSITY DR S,FARGO,ND,58103,(701) 234-2000,CASS,139,46.853883,-96.79753753,www.sanfordhealth.org,N
4356,13,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BLVD,CAMP LEJEUNE,NC,28547,(910) 450-4300,ONSLOW,115,34.72306625,-77.35805206,http://www.med.navy.mil/sites/nhcl/pages/default.aspx,Y
4357,758316,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,5 MOONLIGHT DR HWY,BELCOURT,ND,58316,(701) 477-6111,ROLETTE,180,48.84335987,-99.74873024,https://www.ihs.gov/greatplains/healthcarefacilities/turtlemountain/,N
4358,3658341,ST ALOISIUS MEDICAL CENTER,325 E BREWSTER ST,HARVEY,ND,58341,(701) 324-4651,WELLS,163,47.76709689,-99.93205126,http://www.staloisius.com,Y
4359,165558701,TRINITY HOSPITAL - SAINT JOSEPHS,407 3RD STREET SOUTHEAST,MINOT,ND,58701,(701) 857-5000,WARD,121,48.23216459,-101.2872043,http://www.trinityhealth.org/,N
4360,6058601,ST JOSEPH'S HOSPITAL AND HEALTH CENTER,2500 FAIRWAY STREET,DICKINSON,ND,58601,(701) 456-4000,STARK,144,46.88907589,-102.8205504,http://chistjosephshealth.org/,Y
4361,6158201,ALTRU SPECIALTY HOSPITAL,4500 S WASHINGTON ST,GRAND FORKS,ND,58201,(701) 780-1500,GRAND FORKS,85,47.87696081,-97.04744399,http://www.altru.org/find-a-location/location-profile/?id=58,N
4362,5185344,LA PAZ REGIONAL,1200 MOHAVE RD,PARKER,AZ,85344,(928) 669-9200,LA PAZ,107,34.13643248,-114.2852197,www.lapazhospital.org,Y
4363,8685015,CORE INSTITUTE SPECIALTY HOSPITAL,6501 N. 19TH AVE.,PHOENIX,AZ,85015,(406) 375-4408,MARICOPA,118,33.532134,-112.0991125,http://www.sshaz.com,N
4364,9385018,VALLEY HOSPITAL,3550 E. PINCHOT AVE,PHOENIX,AZ,85018,(602) 592-3900,MARICOPA,96,33.48286813,-112.0059702,http://www.valleyhospital-phoenix.com,N
4365,1906504,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,6504,(203) 688-4242,NEW HAVEN,39,41.30469134,-72.93541366,http://www.ynhh.org,Y
4366,5647362,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,(765) 521-0890,HENRY,100,39.94337701,-85.36296315,http://www.hcmhcares.org,Y
4367,105568506,BRYAN MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,68506,(402) 481-1111,LANCASTER,57,40.79589821,-96.65226399,http://www.bryanhealth.com/,Y
4368,1846901,COMMUNITY HOWARD SPECIALTY HOSPITAL,829 N DIXON RD,KOKOMO,IN,46901,(765) 452-6700,HOWARD,27,40.49725642,-86.16580401,http://www.howardregional.org,N
4369,14332561,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,GULF BREEZE,FL,32561,(850) 934-2000,SANTA ROSA,72,30.36048195,-87.15705465,http://www.ebaptisthealthcare.org/gulfbreezehospital/,Y
4370,5632308,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,(850) 325-5015,LEON,169,30.47571346,-84.23154534,http://www.capitalregionalmedicalcenter.com,Y
4371,34032308,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,1554 SURGEONS DR,TALLAHASSEE,FL,32308,(850) 219-6800,LEON,87,30.46168856,-84.25292914,http://www.selectspecialtyhospitals.com/company/locations/tallahassee.aspx,N
4372,4185712,ENCOMPASS HEALTH REHABILITATION INSTITUTE OF TUCSON,2650 NORTH WYATT,TUCSON,AZ,85712,(520) 325-1300,PIMA,141,32.25595685,-110.8829638,www.rehabinstituteoftucson.com,N
4373,42232514,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,(850) 494-4000,ESCAMBIA,88,30.51568064,-87.21789514,http://www.westfloridahospital.com,Y
4374,1632250,BAPTIST MEDICAL CENTER - BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,(904) 627-2900,DUVAL,155,30.27337357,-81.39831629,http://www.baptistjax.com/locations/baptist-medical-center-beaches,Y
4375,24032224,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,(904) 953-2000,DUVAL,28,30.26391313,-81.44108268,http://www.mayoclinic.org,Y
4376,32932216,RIVER POINT BEHAVIORAL HEALTH,6300 BEACH BLVD,JACKSONVILLE,FL,32216,(904) 724-9202,DUVAL,35,30.29074697,-81.59698554,http://www.riverpointbehavioral.com,N
4377,41832216,WEKIVA SPRINGS,3947 SALISBURY RD,JACKSONVILLE,FL,32216,(904) 296-3533,DUVAL,111,30.25782212,-81.59553995,http://www.wekivacenter.com,N
4378,33132550,ASSENSION SACRED HEART HOSPITAL ON EMERALD COAST,7800 US HWY 98 W,MIRAMAR BEACH,FL,32550,(850) 278-3000,WALTON,44,30.37857467,-86.30685631,http://www.sacredheartemerald.org,Y
4379,5032424,CALHOUN-LIBERTY HOSPITAL,20370 NE BURNS AVE,BLOUNTSTOWN,FL,32424,(850) 674-5411,CALHOUN,179,30.45862283,-85.05010386,http://www.calhoun-libertyhospital.com,Y
4380,1732034,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,(904) 321-3501,NASSAU,76,30.6532098,-81.44912349,http://www.baptistjax.com/locations/baptist-medical-center-nassau,Y
4381,296727,HALE HO'OLA HAMAKUA,45-547 PLUMERIA ST,HONOKAA,HI,96727,(808) 775-7211,HAWAII,164,20.07617304,-155.4698296,http://www.hhsc.org,N
4382,5818235,BLUE MOUNTAIN HOSPITAL GNADEN HUETTEN,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,(610) 377-1300,CARBON,145,40.833084,-75.725897,http://www.blmtn.org/,Y
4383,16015301,WASHINGTON HOSPITAL,155 WILSON AVENUE,WASHINGTON,PA,15301,(724) 223-3007,WASHINGTON,184,40.18387511,-80.24660618,http://www.washingtonhospital.org,Y
4384,16118431,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,PA,18431,(570) 253-8100,WAYNE,98,41.576561,-75.260329,http://www.wmh.org,N
4385,5589451,INCLINE VILLAGE HEALTH CENTER,880 ALDER AVENUE,INCLINE VILLAGE,NV,89451,(775) 833-4100,WASHOE,67,39.2514975,-119.954394,http://tfhd.com/inclinehospital.asp,N
4386,2916001,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,(724) 284-4403,BUTLER,120,40.866894,-79.881562,http://butlerhealthsystem.org/pages/home.aspx,Y
4387,17019565,WERNERSVILLE STATE HOSPITAL,PO BOX 300,WERNERSVILLE,PA,19565,(610) 670-4111,BERKS,103,40.33040945,-76.10604973,http://www.dpw.state.pa.us/foradults/statehospitals/wernersvillestatehospital/index.htm,N
4388,24317405,MEMORIAL HOSPITAL - YORK,325 SOUTH BELMONT STREET  BOX 15118,YORK,PA,17405,(717) 849-5339,YORK,74,39.967361,-76.692573,http://www.mhyork.org/,Y
4389,21818657,TYLER MEMORIAL HOSPITAL,880 SR 6,TUNKHANNOCK,PA,18657,(570) 836-2161,WYOMING,167,41.57759711,-75.96941474,http://www.tylermemorialhospital.net,Y
4390,24215537,UPMC BEDFORD,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,(814) 623-6161,BEDFORD,126,40.02540404,-78.432673,http://www.upmcbedfordmemorial.com,Y
4391,915213,SELECT SPECIALTY HOSPITAL PITTSBRGH UPMC,200 LOTHROP STREET,PITTSBURGH,PA,15213,(412) 586-9819,ALLEGHENY,120,40.442209,-79.959668,http://pittsburghupmc.selectspecialtyhospitals.com/,Y
4392,79079782,MARTIN COUNTY HOSPITAL DISTRICT,600 EAST I 20,STANTON,TX,79782,(432) 607-3200,MARTIN,194,32.13981746,-101.7875197,NOT AVAILABLE,Y
4393,9068763,AVERA ST ANTHONY'S HOSPITAL,300 NORTH 2ND ST,O'NEILL,NE,68763,(402) 336-2611,HOLT,95,42.4606455,-98.65038285,http://www.avera.org/st-anthonys,Y
4394,1015132,SELECT SPECIALTY HOSPITAL MCKEESPORT,1500 FIFTH AVENUE 6 CRAWFORD,MCKEESPORT,PA,15132,(412) 664-2900,ALLEGHENY,125,40.35057656,-79.84927748,http://mckeesport.selectspecialtyhospitals.com/,N
4395,12815143,HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,SEWICKLEY,PA,15143,(412) 264-7741,ALLEGHENY,69,40.542576,-80.177979,http://www.heritagevalley.org,N
4396,13415241,SOUTHWOOD PSYCHIATRIC HOSPITAL,2575 BOYCE PLAZA ROAD,PITTSBURGH,PA,15241,(412) 257-2290,ALLEGHENY,170,40.321204,-80.112717,http://www.southwoodhospital.com,N
